Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
HM_062,NHM London,20230803,8.6.17.16,Cuniculus paca,Egg,male,,1908,Peru,Pozero(?),,,,,"lower left front molar; upper front molars, right and left",very fine powder difficult to sample,20230912,0.005,0.73,20230913,,20230914,20,12,14,8,8,97900000,20230920_8-8,12,11,4.83e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_063,NHM London,20230803,34.9.10.188,Cuniculus paca,Stictomus taczanouskii L S�derstr�m,male,,1934,Ecuador,Pichincha,,,,,"front lower molars, right and left",,20230912,0.006,6.91,20230913,Transferred more with wash buffer,20230914,20,12,15,8,8,85700000,20230920_8-8,12,11,6.88e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_064,NHM London,20230803,0.7.7.56,Cuniculus paca,"PO Simmons, O Thomas",male,,1900,Peru,Perene,,,,,"front lower molars, right and left",very fine powder; not enough?,20230912,0,0.769,20230913,Transferred with wash buffer,20230914,20,14,1,8,8,22300000,20230920_8-8,12,11,2.07e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_065,NHM London,20230803,1.11.3.76,Cuniculus paca,A Robert Agonti paca,male,,1901,Brazil(?),Rio Jordao ,Minas,,,,lower right front 2 molars,very fine powder; not enough?,20230912,0,0.224,20230913,Transferred with wash buffer,20230914,20,14,2,8,8,13200000,20230920_8-8,12,11,3.23e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_066,NHM London,20230803,3.9.4.81,Cuniculus paca,"PO Simmons, O Thomas",male,,1903,Brazil,Espirito Santo,Engenheiso Reeve(?),,,,"lower front molars, left and right",,20230912,0,5.24,20230913,Transferred with wash buffer,20230914,20,14,7,8,8,68100000,20230920_8-8,12,11,4.21e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_067,NHM London,20230803,3.7.1.188,Cuniculus paca,A robert,male,,1903,Brazil,Sao Paulo,,,,,"front two lower molars, right side",very fine powder; not enough?,20230912,0,0.432,20230913,Transferred with wash buffer,20230914,20,14,8,8,8,53900000,20230920_8-8,12,11,3.2e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_070,NHM London,20230803,87.9.5.6,Camelus dromedarius,Commissary General Simla,,,1887,India,Punjab,,,,,upper left rear molar outer surface,,20230830,0.019,7.22,20230831,plaques,20230906,20,1,8,8,8,67700000,20230920_8-8,12,11,1.85e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_071,NHM London,20230803,87.9.5.1,Camelus dromedarius,Commissary General Simla,,,1887,India,Punjab,,,,,"front right molar, outer surface",,20230830,0.018,8.93,20230831,"plaques, coloured",20230906,10,1,9,8,8,3150000,20230920_8-8,12,11,7.35e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_074,NHM London,20230803,87.9.5.2,Camelus dromedarius,,,,1887,India(?),Punjab,,,,,"upper mid molar, outer surface",probably same collector as previous 87.9.5,20230830,0.018,4.97,20230831,plaques,20230906,20,1,15,8,8,9550000,20230920_8-8,12,11,7.7e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_075,NHM London,20230803,82.940,Camelus dromedarius,"Collector: Dr. Anderson, Donated by Mrs Simmons, Was property of R Carrington",,,<1962,UAE,,,,,,"lower mid molar, outer",probably old; check register/collectors,20230830,0.015,10.8,20230831,"plaques, strongly coloured",20230906,4,2,1,8,8,8350000,20230920_8-8,12,11,2.42e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_076,NHM London,20230803,46.10.26.44,Camelus dromedarius,Label is 46.10.26.41,,,1846,,,,,,,ront outer right lower molar,check register for metadata,20230830,0.015,0.672,20230831,plaques,20230906,20,2,7,8,8,14700000,20230920_8-8,12,11,6.02e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_077,NHM London,20230804,87.6.18.2,Otaria byronia,,,,1887,Chile,Cochimbo bay,,,,,"left canine, front surface",,20230831,0.005,2.61,20230901,,20230906,20,2,8,8,8,62900000,20230920_8-8,12,11,2.47e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_078,NHM London,20230804,1959.12.4.7,Otaria byronia,"BMNH, UK, Pres F.I.D.S.",female,,1959,n/a,,,,,,"left canine, front surface",very little,20230831,0,1.42,20230901,,20230906,20,2,9,8,8,1.27e+08,20230920_8-8,12,11,1.77e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_080,NHM London,20230804,84.985,Otaria byronia,"Peru, 8 May 1983",,,1983,Peru,,,,,,2 loose teeth,very little,20230831,0,0.427,20230901,"didn't weight, transferred with wash buffer",20230906,20,2,12,8,8,74700000,20230920_8-8,12,11,3.78e+09,Pool C,4,Pool X,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_081,NHM London,20230804,84.981,Otaria byronia,Majluf,,,1983,Peru,,,,,,left canine,very little,20230831,0.004,2.01,20230901,,20230906,20,2,14,8,8,2.17e+08,20230920_8-8,12,11,5.88e+09,Pool C,2,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_082,NHM London,20230804,84.991,Otaria byronia,"Majluf, 8 May 1983",female,,1983,Peru,,,,,,both lower canines,very little,20230831,0.004,3.31,20230901,,20230906,20,2,15,8,8,1.73e+08,20230920_8-8,12,11,9.54e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_083,NHM London,20230804,84.980,Otaria byronia,Majluf,,,1983,Peru,San Juan,,,,,loose teeth,large plaque,20230831,0.01,18.9,20230901,,20230906,20,7,1,8,8,55200000,20230920_8-8,12,11,1.33e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_084,NHM London,20230804,84.983,Otaria byronia,Majluf,,,1983,Peru,,,,,,loose teeth,,20230831,0.005,2.89,20230901,,20230906,20,7,2,8,8,1.73e+08,20230920_8-8,12,11,3.32e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_085,NHM London,20230804,84.998,Otaria byronia,Majluf Apr May 1983,,,1983,Peru,,,,,,"Right canine, front left molar",,20230831,0,4.37,20230901,,20230914,20,15,8,8,8,1.36e+08,20230920_8-8,12,11,2.83e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_086,NHM London,20230804,84.1777,Otaria byronia,1983 Pta San Juan Majluf,,,1983,Peru,San Juan,,,,,"loose tooth, 3rd molar lower jaw",difficult to sample; not enough,20230831,0,0.094,20230901,"didn't weight, transferred with wash buffer",20230914,20,15,9,8,8,6420000,20230920_8-8,12,11,8.24e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_088,NHM London,20230804,WS479,Otaria byronia,Discovery expedition,male,,1901-1904,Falkland islands,,,,,,"lower canines, front surface",,20230831,0,0.992,20230901,,20230914,20,15,12,8,8,86900000,20230920_8-8,12,11,4.02e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_089,NHM London,20230804,1886.12.13.1,Otaria byronia,"BMNH, UK, Suture index 32",male,,1886,Falkland islands,,,,,,"lower canines, front surface",,20230831,0.004,0.387,20230901,,20230914,20,15,14,8,8,1.05e+08,20230920_8-8,12,11,4.37e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_090,NHM London,20230804,1880.7.28.16,Otaria byronia,,,,1880,Strait of Magellan,,,,,,"left canine, front surface","Older otaria had calculus like we've seen before: brown/black, dustry plaques that fall off with slight pressure. Newer specimens (84 accession) did not. Preparation difference?",20230831,0.012,22.2,20230901,,20230914,20,1,2,9,9,1.41e+08,20230920_remainder,12,11,3.01e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
HM_091,NHM London,20230804,Environmental control,Environmental control,swab of osteo (camel and otari),,,,,,,,,,,,20230912,0,0.051,20230913,,20230914,20,14,12,8,8,1710000,20230920_8-8,12,11,2.28e+09,Pool C,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
IBA002.A,RMCA,NA,15354-M,Gorilla beringei,Gorilla beringei graueri,Female,Adult,1939,Democratic Republic of the Congo,,Ibatsero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302800000,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774410,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579757/ERR3579757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3579757/ERR3579757_2.fastq.gz,114260c923f6cdaaf28b10f9e5dd437f;b4101cfa3f96bfe2c0e58b9af9c95dcf
KNP001.A,Osteological Collection at Kanyawara - Kibale National Park,NA,KCP1,Pan troglodytes,Pan troglodytes schweinfurthii,Male,Adult (Old),1998,Uganda,,"Kanyawara, Kibale National Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774419,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579759/ERR3579759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579759/ERR3579759_2.fastq.gz,8053c99e93bbc71f91eccc28e4110d8b;c4a1a8fa42705b3dd529b0f310944af9
KNP004.A,Osteological Collection at Kanyawara - Kibale National Park,NA,KCP4,Pan troglodytes,Pan troglodytes schweinfurthii,Female,Adult,2007,Uganda,,"Kanyawara, Kibale National Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774421,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579763/ERR3579763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3579763/ERR3579763_2.fastq.gz,a424df94bdf9f8d6116518efd036bf5a;c11b1e2578585d802127aeece8778a4b
KNP009.A,Osteological Collection at Kanyawara - Kibale National Park,NA,KFB153,Pan troglodytes,Pan troglodytes schweinfurthii,Female,Adult (Old),2001,Uganda,,"Kanyawara, Kibale National Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 4000,ENA,PRJEB34569,ERS3774425,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579770/ERR3579770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3579770/ERR3579770_2.fastq.gz,0a187957e5585ec404b0ef92b4731c65;b42866b8f65ec112acfbf0ddc99194f8
LB_1,,NA,,Library blank, ,,,,,,,,,,,,NA,NA,,NA,,20230612,NA,4,4,1,1,17700,20230616,18,10,31800000,Pool B,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_11,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230719,NA,13,13,2,2,2860,20230920_remainder,12,11,9.85e+08,Pool D,1,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_12,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230721,NA,4,4,3,3,8320,20230920_3-3,10,11,2.04e+10,Pool A,1,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_13,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230726,NA,6,6,3,3,3160,20230920_remainder,12,11,2.25e+08,Pool D,1,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_14,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230727,NA,4,4,4,4,33200,20230905,12,11,35800000,Pool D,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_15,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230801,NA,11,11,4,4,92600,20230905,12,11,1.85e+09,Pool A,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_16,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230809,NA,13,13,5,5,2400,20230907,12,11,67900000,Pool D,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_17,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230810,NA,4,4,6,6,71900,20230908,12,11,2.24e+10,Pool A,1,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_18,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230811,NA,13,11,4,4,37800,20230920_remainder,12,11,6.42e+10,Pool A,1,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_19,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230815,NA,4,4,5,5,22400,20230907,12,11,3.51e+08,Pool B,1,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_2,,NA,,Library blank, ,,,,,,,,,,,,NA,NA,,NA,,20230613,NA,6,6,4,4,1520,20230616,18,10,44500000,Pool B,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_20,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230816,NA,11,11,6,6,1080000,20230908,12,11,5.46e+10,Pool A,1,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_21,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230821,NA,13,13,6,6,16500,20230908,12,11,31600000,Pool D,1,Pool Z,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_23,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230824,20,4,4,7,7,16500,20230920_7-7,12,11,85300000,Pool C,1,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_24,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230830,20,6,6,7,7,173000,20230920_7-7,12,11,2.99e+08,Pool C,1,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_25,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230831,NA,10,10,7,7,28000,20230920_7-7,12,11,7.27e+09,Pool A,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_26,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230906,NA,4,4,8,8,60100,20230920_8-8,12,11,70300000,Pool C,1,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_27,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230912,NA,6,6,8,8,37600,20230920_8-8,12,11,25400000,Pool C,1,Pool Z,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_28,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230914,NA,4,4,9,9,40300,20230920_remainder,12,11,1.4e+10,Pool A,1,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_3,,NA,,Library blank, ,,,,,,,,,,,,NA,NA,,NA,,20230619,NA,6,6,6,6,4350,20230622,18,11,38900000,Pool D,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_4,,NA,,Library blank, ,,,,,,,,,,,,NA,NA,,NA,,20230620,NA,6,6,9,9,24800,20230622,18,11,42600000,Pool D,1,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_5,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230628,NA,6,6,1,1,18100,20230724,18,11,20900000,Pool D,1,Pool Z,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_6,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230629,NA,10,10,1,1,3670,20230906,12,11,1.97e+08,Pool D,1,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_7,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230704,NA,13,3,1,1,3240,20230906,12,11,1.27e+08,Pool D,1,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_8,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230706,NA,4,4,2,2,73500,20230818,18,11,5.29e+08,Pool B,1,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
LB_9,,NA,,Library blank,,,,,,,,,,,,,NA,NA,,NA,,20230712,NA,10,10,2,2,2790,20230818,18,11,3.87e+08,Pool B,1,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
Lib_blank,NINA,NA,,Library blank,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
MS_004,NMS,20230120,2003.160.2740,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OG060",female,131 months ,1995,Scotland,St. Kilda,Hirta,,N,,"mandible, LB, both sides",,20230626,0.015,14.300,20230627,,20230628,20,14,14,4,4,7930000,20230905,12,11,1.49e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_005,NMS,20230120,2003.160.1962,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NR049",male,71 months ,1995,Scotland,St. Kilda,Hirta,,N,,"mandible, LB, both sides",,20230626,0.018,2.080,20230627,,20230628,20,15,15,4,4,1850000,20230905,12,11,2.64e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_009,NMS,20230120,2003.160.2678,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NY122",female,11 months ,1986,Scotland,St. Kilda,Hirta,,N,,"mandible, LB, both sides",,20230613,0.021,4.670,20230614,,20230619,20,7,7,6,6,2580000,20230622,18,11,9.3e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_010,NMS,20230120,2003.160.1292,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YL042",female,11 months ,1999,Scotland,St. Kilda,Hirta,,N,,"mandible, LB, both sides",,20230723,0.018,17.7,20230724,coloured,20230727,20,14,9,3,3,2.28e+09,20230905,12,11,46500000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_011,NMS,20230120,NT2261 NR GRANGE DELL PENICUIK 23/10/2010 K.P. BLAND,Meles meles, ,,,,,,,,N,,all teeth,,20230629,0.015,53.200,20230703,QuBit repeated,20230831,4,14,9,1,1,1.27e+08,20230906,12,11,4.19e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_018,NMS,20230120,2/336 badger skull,Meles meles, ,,,,,,,,Y,caries lower right molar,all teeth,,20230629,0.018,20.200,20230703,QuBit repeated,20230831,10,14,12,1,1,7.21e+08,20230906,12,11,7.86e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_020,NMS,20230120,1995.144,Meles meles, 3/155,male,,1995,,,Balerno,,Y,,all molars,,20230629,0.013,23.600,20230703,QuBit repeated,20230831,10,14,15,1,1,5.41e+08,20230906,12,11,9.29e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_022,NMS,20230120,1995.214,Meles meles,"Inverness museum 0281, Collector J. W. Lycett, Head-body length 630, Tail 110, HF (hind foot length) 100, weight 12.8 kg, NH 161 913 Badger 2/394",female,,1988,,,,,Y, ,all molars,,20230629,0.014,20.400,20230703,QuBit repeated,20230831,10,15,1,1,1,5.38e+08,20230906,12,11,9.91e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_029,NMS,20230124,1886.55.2,Ovis aries, ,,,<1940,,,,,Y,,upper molars,Probably too little,20230713,0.013,8.16,20230714,,20230719,20,15,2,2,2,39100000,20230920_remainder,12,11,4.23e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_032,NMS,20230124,1929.40.134,Ovis aries,Manx Ram ,,,<1940,,,,,Y,,"1st and 3rd upper left molar, buccal side",,20230713,0.021,14.6,20230714,,20230719,20,15,7,2,2,4.11e+08,20230920_remainder,12,11,1.06e+11,Pool A,2,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_038,NMS,20230125,1996.83.2,Dugong dugon, S.Hal.d.1,,,,,,Knox,,Y,,all molars,not sure this is calculus and not discolouration,20230607,0.005,0.312,20230608,,20230612,20,7,7,1,1,263000,20230616,18,10,1.92e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_039,NMS,20230125,1886.16.3,Dugong dugon, ,,,,,,,,Y,,all molars,not sure this is calculus and not discolouration,20230607,0.01,0.964,20230608,,20230612,20,8,8,1,1,2200000,20230616,18,10,4.42e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_051,NMS,20230127,2003.160.329,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP262",male,70 months ,2002,Scotland,St. Kilda,Hirta,,Y,,all molars,,20230713,0.014,9.37,20230714,,20230719,20,15,8,2,2,93200000,20230920_remainder,12,11,8.3e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_053,NMS,20230127,2003.160.335,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YB130",male,83 months ,2002,Scotland,St. Kilda,Hirta,,Y,,molars an incisors,,20230713,0.014,5.83,20230714,,20230719,20,15,9,2,2,1.01e+08,20230920_remainder,12,11,4.58e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_057,NMS,20230127,2003.160.647,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP187",male,55 months ,1996,Scotland,St. Kilda,Hirta,,Y,dark; coal-like,all molars,,20230723,0.016,5.38,20230724,,20230727,20,14,12,3,3,2.76e+08,20230905,12,11,6.42e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_058,NMS,20230127,2003.160.1061,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YR242",male,35 months ,1999,Scotland,St. Kilda,Hirta,,Y,,all molars,,20230723,0.017,7.73,20230724,,20230831,10,14,15,3,3,1100000,20230920_remainder,12,11,1.88e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_060,NMS,20230127,1996.83.6,Dugong dugon, S.Hal.d.3/108,,,,,,,,Y,,lower right bucal and lingual,,20230609,0.013,0.255,20230610,,20230613,20,9,9,2,2,256000,20230616,18,10,3.46e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_062,NMS,20230127,1891.55.10,Dugong dugon, ,,,,,,,,Y,,single lower right molar,,20230609,0.013,1.760,20230610,,20230613,20,12,12,2,2,897000,20230616,18,10,1.29e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_063,NMS,20230127,1996.83.3,Dugong dugon,Presented by Sir Wyrille Thomson S.Hal.d.4,,,,,Queensland,,,Y,,,,20230613,0.019,13.600,20230614,,20230619,20,1,1,5,5,14400000,20230621,18,12,4.06e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MS_091,NMS,20230503,2003.160.419,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY549",female,108 months ,2002,Scotland,St. Kilda,Hirta,,Y,,right-side mandible lingual only,,20230719,0.012,2.85,20230720,coloured,20230801,10,2,8,4,4,6.5e+07,20230905,12,11,1.08e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
